API_version,element_type,element_name,element_type_change_type,changed_element_type,changed_element_name,changed_element_modification_type
17,Package,android.renderscript,Changes,Classes,ScriptGroup,Added
17,Package,android.renderscript,Changes,Classes,ScriptGroup.Builder,Added
17,Package,android.renderscript,Changes,Classes,ScriptIntrinsic,Added
17,Package,android.renderscript,Changes,Classes,ScriptIntrinsicBlend,Added
17,Package,android.renderscript,Changes,Classes,ScriptIntrinsicBlur,Added
17,Package,android.renderscript,Changes,Classes,ScriptIntrinsicColorMatrix,Added
17,Package,android.renderscript,Changes,Classes,ScriptIntrinsicConvolve3x3,Added
17,Package,android.renderscript,Changes,Classes,ScriptIntrinsicConvolve5x5,Added
17,Package,android.renderscript,Changes,Classes,ScriptIntrinsicLUT,Added
17,Package,android.renderscript,Changes,Classes,ScriptIntrinsicYuvToRGB,Added
17,Package,android.renderscript,Changes,Classes,Script,Changed
17,Package,android.telephony,Changes,Classes,CellIdentityCdma,Added
17,Package,android.telephony,Changes,Classes,CellIdentityGsm,Added
17,Package,android.telephony,Changes,Classes,CellIdentityLte,Added
17,Package,android.telephony,Changes,Classes,CellInfo,Added
17,Package,android.telephony,Changes,Classes,CellInfoCdma,Added
17,Package,android.telephony,Changes,Classes,CellInfoGsm,Added
17,Package,android.telephony,Changes,Classes,CellInfoLte,Added
17,Package,android.telephony,Changes,Classes,CellSignalStrength,Added
17,Package,android.telephony,Changes,Classes,CellSignalStrengthCdma,Added
17,Package,android.telephony,Changes,Classes,CellSignalStrengthGsm,Added
17,Package,android.telephony,Changes,Classes,CellSignalStrengthLte,Added
17,Package,android.telephony,Changes,Classes,PhoneStateListener,Changed
17,Package,android.telephony,Changes,Classes,TelephonyManager,Changed
17,Package,android.telephony.cdma,Changes,Classes,CdmaCellLocation,Changed
17,Package,android.test.mock,Changes,Classes,MockContext,Changed
17,Package,android.test.mock,Changes,Classes,MockPackageManager,Changed
17,Package,android.text,Changes,Classes,TextUtils,Changed
17,Package,android.text.format,Changes,Classes,DateFormat,Changed
17,Package,android.text.format,Changes,Classes,DateUtils,Changed
17,Package,android.text.style,Changes,Classes,LocaleSpan,Added
17,Package,android.util,Changes,Classes,AtomicFile,Added
17,Package,android.util,Changes,Classes,DisplayMetrics,Changed
17,Package,android.util,Changes,Classes,FloatMath,Changed
17,Package,android.util,Changes,Classes,LruCache,Changed
17,Package,android.view,Changes,Classes,WindowManager.InvalidDisplayException,Added
17,Package,android.view,Changes,Classes,ContextThemeWrapper,Changed
17,Package,android.view,Changes,Classes,Display,Changed
17,Package,android.view,Changes,Classes,Gravity,Changed
17,Package,android.view,Changes,Classes,Surface,Changed
17,Package,android.view,Changes,Classes,SurfaceView,Changed
17,Package,android.view,Changes,Classes,View,Changed
17,Package,android.view,Changes,Classes,ViewGroup.LayoutParams,Changed
17,Package,android.view,Changes,Classes,ViewGroup.MarginLayoutParams,Changed
17,Package,android.view,Changes,Classes,WindowManager.LayoutParams,Changed
17,Package,android.view.accessibility,Changes,Classes,AccessibilityEvent,Changed
17,Package,android.view.accessibility,Changes,Classes,AccessibilityNodeInfo,Changed
17,Package,android.view.inputmethod,Changes,Interfaces,InputMethodSession,Changed
17,Package,android.view.inputmethod,Changes,Classes,InputMethodSubtype,Changed
17,Package,android.webkit,Changes,Classes,CacheManager,Removed
17,Package,android.webkit,Changes,Classes,CacheManager.CacheResult,Removed
17,Package,android.webkit,Changes,Classes,JavascriptInterface,Added
17,Package,android.webkit,Changes,Classes,WebChromeClient,Changed
17,Package,android.webkit,Changes,Classes,WebHistoryItem,Changed
17,Package,android.webkit,Changes,Classes,WebSettings,Changed
17,Package,android.webkit,Changes,Classes,WebView,Changed
17,Package,android.webkit,Changes,Classes,WebViewDatabase,Changed
17,Package,android.widget,Changes,Interfaces,AutoCompleteTextView. OnDismissListener,Added
17,Package,android.widget,Changes,Classes,TextClock,Added
17,Package,android.widget,Changes,Classes,AutoCompleteTextView,Changed
17,Package,android.widget,Changes,Classes,CheckedTextView,Changed
17,Package,android.widget,Changes,Classes,DigitalClock,Changed
17,Package,android.widget,Changes,Classes,RelativeLayout,Changed
17,Package,android.widget,Changes,Classes,RelativeLayout.LayoutParams,Changed
17,Package,android.widget,Changes,Classes,RemoteViews,Changed
17,Package,android.widget,Changes,Classes,SlidingDrawer,Changed
17,Package,android.widget,Changes,Classes,TextView,Changed
17,Package,android.widget,Changes,Classes,TwoLineListItem,Changed
17,Package,android.widget,Changes,Classes,VideoView,Changed
17,Package,android.widget,Changes,Classes,ViewAnimator,Changed
